sentence_id,original_text,falc_text,falc
21,"Au milieu des allées et venues de ses parents, M. Alphonse de Peyrehorade ne bougeait pas. C'était un grand jeune homme de vingt-six ans, d'une physionomie belle et régulière, mais manquant d'expression. Sa taille et ses formes athlétiques justifiaient bien la réputation d'infatigable joueur de paume qu'on lui faisait dans le pays. Il était ce soir-là habillé avec élégance. Mais il me semblait gêné dans ses vêtements. Ses mains grosses et hâlées contrastaient singulièrement avec son costume. Il ne m'adressa qu'une seule fois la parole dans toute la soirée, ce fut pour me demander où j'avais acheté la chaîne de ma montre.",Monsieur et Madame de Peyrehorade sont agités. Alphonse est le fils de Monsieur et Madame de Peyrehorade. Alphonse ne bouge pas Alphonse est jeune. Il est beau. Il est musclé. Il est bien habillé. Mais Alphonse est mal à l'aise. Ses mains sont moches. Alphonse ne parle pas beaucoup.,"Grand jeune homme de vingt-six ans, M. Alphonse de Peyrehorade était immobile au milieu des allées et venues de ses parents. Il était beau et régulier, mais son visage manquait d'expression. Sa taille et sa physique athlétique justifiaient bien sa réputation d'infatigable joueur de paume. Cette soirée, il était habillé élégamment. Cependant, ses mains grosses et rugueuses contrastaient avec son costume. Il ne m'a parlé qu'une seule fois, pour me demander où j'avais acheté ma chaîne de montre."
22,"– Samedi, les jeunes gens mariés, je suis libre, nous nous mettons en course. Je vous réserve une fière surprise pour demain. – Je crois deviner la surprise que vous me préparez, lui dis-je. Mais si c'est de votre statue qu'il s'agit, la description que mon guide m'en a faite n'a servi qu'à exciter ma curiosité. – Demain, au grand jour, vous la verrez, et vous me direz si j'ai raison de la croire un chef-d'œuvre. Je suis bien curieux de savoir comment vous traduirez cette inscription sur le socle : CAVE… Mais je ne veux rien vous demander encore ! À demain, à demain ! Pas un mot sur la Vénus aujourd'hui !","« Samedi les deux jeunes seront mariés. Demain je vous montre une surprise » « Si la surprise c'est la statue, je suis content. Le guide m'a parlé de la statue. » « Demain vous verrez la statue le jour. Vous me direz si vous la trouvez très belle. Moi je la trouve très belle. La statue est posée sur un bloc de pierre. Sur le bloc de pierre, il y a des écritures. Vous me direz demain ce que veulent dire les écritures ».","Samedi, nous allons en course, moi et mes jeunes mariés. J'ai une belle surprise pour vous demain. Je pense que je devine ce que vous m'avez préparé, dis-je. Mais si c'est votre statue, la description que mon guide m'a donnée m'a seulement fait plus curieux. Demain, vous verrez, et vous me diraurez si je suis correcte. Je suis curieuse de savoir comment vous traduirez cette inscription sur le socle : CAVE... Mais je ne veux pas vous dire plus pour maintenant ! À demain, à demain ! Pas un mot sur la Vénus aujourd'hui !

(Emotion : Curiosité, intensité : forte)"
23,"Le souper finit. J'étais fatigué. Mme de Peyrehorade s'en aperçut et remarqua qu'il était temps d'aller dormir. Je montai enfin à la chambre qui m'était destinée, accompagné de M. de Peyrehorade. L'escalier, dont les marches étaient en bois, aboutissait au milieu d'un corridor, sur lequel donnaient plusieurs chambres. – À droite, me dit mon hôte, c'est l'appartement que je destine à la future Mme Alphonse. Votre chambre est au bout du corridor opposé. Nous entrâmes dans une chambre bien meublée, avec un lit long et si haut qu'il fallait un escabeau. Mon hôte, m'ayant indiqué la position de la sonnette, me souhaita une bonne nuit et me laissa seul.",Je suis fatigué. « Vous êtes fatigué. Allez dormir. » Je monte dans ma chambre avec M de Peyrehorade. Il y a un escalier. L'escalier va à plusieurs chambres. « À droite c'est la chambre de la future femme d'Alphonse. Votre chambre est loin à gauche. » La chambre est grande. Dans la chambre il y a un grand lit. M de Peyrehorade me montre la sonnette pour appeler si j'ai besoin de quelque chose. « Bonne nuit ! »,"Dîner terminé, j'étais fatigué. Madame de Peyrehorade a remarqué et a dit que c'était temps de dormir. Enfin, j'ai monté dans ma chambre, accompagné de M. de Peyrehorade. L'escalier, avec des marches en bois, aboutissait au milieu d'un couloir, sur lequel ouvraient plusieurs chambres. – À droite, mon hôte m'a dit, c'est l'appartement destiné à Madame Alphonse. Ma chambre est au bout du couloir opposé. Nous sommes entrés dans une chambre bien meublée, avec un lit long et si haut qu'il fallait un échelle. Mon hôte m'a indiqué la position de la sonnette et m'a souhaité une bonne nuit avant de m'abandonner seul."
24,"Ils s'arrêtèrent pour regarder la statue ; un d'eux l'apostropha même à haute voix. – Te voilà donc, coquine ! Te voilà ! Disait-il. C'est donc toi qui as cassé la jambe à Jean Coll ! Si tu étais à moi, je te casserais le cou. – Bah !, avec quoi ? dit l'autre. Elle est de cuivre, et si dure qu'Étienne a cassé sa lime dessus, essayant de l'entamer. C'est plus dur que je ne sais quoi. – Si j'avais mon ciseau à froid je lui ferais bientôt sauter ses grands yeux blancs, comme je tirerais une amande de sa coquille. Il y a pour plus de cent sous d'argent. Ils firent quelques pas en s'éloignant.","« Tu es là coquine ! C'est toi qui as cassé la jambe de Jean. Si tu étais à moi, je te casserai le cou » « Tu lui casserais le cou avec quoi ? Un garçon a essayé de casser la statue avec un outil. Mais la statue est très dure. La statue a cassé l'outil. » « Si j'avais mes outils, j'enlèverai les grands yeux blancs de la statue. Je gagnerais beaucoup d'argent si je vends les yeux de la statue. » Les garçons partent.","Regardent la statue, un d'eux l'appelle même. – Voilà donc toi, coquine ! Voilà ! dit-il. C'est toi qui as cassé la jambe à Jean Coll ! Si tu était ici, je te frapperais. – Bah !, avec quoi ? dit l'autre. La statue est de cuivre et très dure. Étienne a essayé de la marquer avec sa lime, mais elle est plus dure que je ne sais quoi. – Si j'avais mon ciseau, je te ferais bientôt sauter les yeux blancs. Il y a 100 sous d'argent sur la statue. Ils se retirent quelques pas.

(Emotion : colère forte)"
25,"– Il faut que je souhaite le bonsoir à l'idole, dit le plus grand des apprentis, s'arrêtant tout à coup. Il se baissa, et probablement ramassa une pierre. Je le vis déployer le bras, lancer quelque chose, et aussitôt un coup sonore retentit sur le bronze. Au même instant l'apprenti porta la main à sa tête en poussant un cri de douleur. – Elle me l'a rejetée ! s'écria-t-il. Et mes deux polissons prirent la fuite à toutes jambes. Il était évident que la pierre avait rebondi sur le métal, et avait puni ce drôle. Je fermai la fenêtre en riant de bon cœur. – Encore un Vandale puni par Vénus ! Je m'endormis.",« Je dois dire bonsoir à la statue ». Le garçon s'arrête. Le garçon se baisse. Il prend une pierre. Il jette la pierre sur la statue. On entend un grand bruit. Un garçon met sa main sur sa tête. Le garçon a mal. « La statue m'a rejeté la pierre ! » Les deux garçons partent en courant. La pierre a rebondi sur la statue. C'est bien fait pour eux. La statue a puni les deux garçons. Je m'endors.,"Bonsoir, je veux dire bonsoir à ma célébrité, dit le plus grand des apprentis, s'arrêtant brusquement. Il se pencha et probablement ramassa une pierre. Puis il lance quelque chose et un bruit retentit sur le bronze. Au même moment, l'apprenti se mit la main à la tête et poussa un cri de douleur. – Elle m'a rejetée ! s'écria-t-il. Et mes deux compagnons s'enfuirent. Il était clair que la pierre avait rebondi sur le métal et avait puni ce drôle. Je fermai la fenêtre en riant. – Un autre vandale puni par Vénus ! Je me couche."
26,"En cinq minutes je fus prêt, c'est-à-dire à moitié rasé, mal boutonné, et brûlé par le chocolat que j'avalai bouillant. Je descendis dans le jardin, et me trouvai devant une admirable statue. C'était bien une Vénus et d'une merveilleuse beauté. Elle avait le haut du corps nu ; la main droite, levée à la hauteur du sein, était tournée. L'autre main, rapprochée de la hanche, soutenait la draperie qui couvrait la partie inférieure du corps.",Je me prépare vite. Je descends dans le jardin. Dans le jardin je vois une belle statue. La statue est très jolie. La statue a les seins nus. La statue a la main droite levée. La main gauche de la statue tient le tissu qui couvre le bas. Le corps de la statue est parfait.,"En cinq minutes, je suis prêt, c'était demi rasé, mal boutonné et brûlé par du chocolat bouillant que j'ai mangé. J'ai descendu dans le jardin et j'ai trouvé une statue magnifique. C'était bien une Vénus et d'une beauté merveilleuse. Elle avait le haut du corps nu ; la main droite, levée à la hauteur du sein, était tournée. L'autre main, près de la hanche, tenait la draperie qui couvrait la partie inférieure du corps.

Je ressentais une grande joie de voir cette statue si belle."
27,"– Humph ! dit M. de Peyrehorade, Oui, c'est un sens admirable ; mais je préfère la première traduction – C'est une terrible langue que le latin », observai-je. Et je reculai de quelques pas afin de mieux contempler la statue. – Un instant, dit monsieur de Peyrehorade, il y a encore une autre inscription. Montez sur le socle et regardez au bras droit."" Je m'accrochai au cou de la Vénus. Je lus donc. – Ce qui veut dire, me demanda mon hôte souriant avec malice ? – TURBUL m'embarrasse fort. – Voyons, que diriez-vous de TVRBVLENTA ? Vénus qui trouble, qui agite… Vous vous apercevez que je suis toujours préoccupé de son expression méchante ».","« Oui ! C'est un beau sens. Mais sans vous embêter, je préfère la première traduction ». « Le latin est une langue ancienne. Le latin est difficile. » Je recule pour voir la statue. « Regardez, il y a une autre écriture au bras droit ». Je vais regarder. Sur le bras, je vois une écriture ancienne. Je la lis. « Ça veut dire quoi ? » Monsieur de Peyrehorade s'amuse. « Je réfléchis à son air méchant. Ça veut dire : femme agitée ! »","Voyons, M. de Peyrehorade, c'est vraiment magnifique ! Mais je préfère la première traduction. Ah oui, il y a encore une autre inscription. Montez sur le socle et regardez au bras droit. Alors, je lis : TURBUL m'embarrasse fort. Qu'est-ce que cela veut dire ? Ah oui, voilà, TVRBVLENTA. Vénus qui trouble, qui agite... Vous voyez bien que je suis toujours préoccupé de son expression méchante."
28,"– Avez-vous appris quelque chose de Mme Alphonse ? demandai-je au procureur. – Cette malheureuse jeune personne est devenue folle, me dit-il. Voici ce qu'elle conte : elle était couchée, dit-elle, lorsque la porte de sa chambre s'ouvrit, et quelqu'un entra. Alors Mme Alphonse était dans la ruelle du lit. Elle ne fit pas un mouvement, persuadée que c'était son mari. Au bout d'un instant, le lit cria comme s'il était chargé d'un poids énorme. Elle eut grand peur, mais n'osa pas tourner la tête. Cinq minutes, dix minutes peut-être… elle ne peut se rendre compte du temps… se passèrent de la sorte.",Je parle avec la police. « La mariée vous a dit quelque chose ? » « Cette jeune personne est devenue folle ! Elle m'a raconté ce qu'elle a vu. » « Je me suis couchée dans la chambre. La porte de la chambre s'ouvre. Quelqu'un entre dans la chambre. Je ne bouge pas. Je pense que la personne est Alphonse. Le lit fait beaucoup de bruit. Le lit fait du bruit comme si une personne énorme était dessus. J'ai très peur. Je ne regarde pas. »,"Tu as-tu appris quelque chose de Mme Alphonse ? Demande-moi le procureur. – C'est une jeune femme malheureuse qui est devenue folle, me dit-il. Voici ce qu'elle raconte : elle dormait dans sa chambre, dit-elle, lorsque la porte s'ouvrit, et quelqu'un entra. Alors Mme Alphonse était dans le lit. Elle ne bougea pas, persuadée que c'était son mari. Puis le lit criait comme s'il était chargé d'un poids très lourd. Elle eut peur, mais ne se mit pas à tourner la tête. Cinq minutes, dix minutes peut-être… elle ne sait pas combien de temps s'est passé… se passèrent de la sorte. Elle avait peur."
29,"Quelques heures après les funérailles de M. Alphonse, je me disposai à quitter llle. La voiture de M. de Peyrehorade devait me conduire à Perpignan. Malgré son état de faiblesse, le pauvre vieillard voulut m'accompagner jusqu'à la porte de son jardin. Nous le traversâmes en silence. Au moment de nous séparer, je jetai un dernier regard sur la Vénus. M. de Peyrehorade tourna machinalement la tête du côté où il me voyait regarder fixement. Il aperçut la statue et aussitôt fondit en larmes. Je l'embrassai, et, sans oser lui dire un seul mot, je montai dans la voiture.",C'est l'enterrement d'Alphonse. Je m'en vais. Je marche avec M. de Peyrehorade. Monsieur de Peyrehorade regarde la statue Monsieur de Peyrehorade se met à pleurer. J'embrasse Monsieur de Peyrehorade. Je pars.,"Après la mort de M. Alphonse, je suis prêt à partir. M. de Peyrehorade m'accompagnera jusqu'à la porte de son jardin. Malgré sa faiblesse, il veut me suivre. Nous traversons le jardin en silence. Quand nous nous séparons, je regarde une dernière fois vers la statue de Vénus. M. de Peyrehorade tourne la tête vers la statue et pleure. Je l'embrasse et monte dans la voiture sans dire un mot."
30,"On fait, à New York, les préparatifs d'une expédition. Le commandant Farragut presse activement l'armement de sa frégate « l'Abraham-Lincoln » Trois heures avant que « l'Abrahm-Lincoln » ne quitte le port de Brooklyn, Pierre Aronnax, professeur au muséum de Paris reçoit une lettre : « Si vous voulez vous joindre à l'expédition de « l'Abraham-Lincoln », le commandant Farragut tient une cabine à votre disposition. »",Le commandant Farragut est américain. Le commandant Farragut a un bateau. Pierre Aronnax est : • français • professeur dans un musée • journaliste Le commandant invite Pierre Aronnax pour chasser la chose bizarre.,"Préparations en cours à New York pour une expédition. Le commandant Farragut pousse vivement l'armement de son navire, la frégate ""Abraham-Lincoln"". Trois heures avant que le ""Abraham-Lincoln"" ne quitte le port de Brooklyn, le professeur Pierre Aronnax, enseignant au musée de Paris, reçoit une lettre : ""Si vous voulez vous joindre à l'expédition de l'""Abraham-Lincoln"", le commandant Farragut vous offre une cabine."" (Joie forte)"
31,"Pierre Arronax passe ensuite dans un salon immense et splendidement éclairé. Une main intelligente et prodigue y a réuni tous les trésors de la nature et de l'art. Une trentaine de tableaux de maîtres ornent les parois tendues de tapisseries. Auprès des œuvres d'art, les raretés naturelles tiennent une place très importante. Elles consistent principalement en plantes, en coquilles et autres productions de l'océan. Pierre Arronax voit là, une collection d'une valeur inestimable.","Le capitaine Nemo montre ensuite son salon Dans le salon du capitaine Nemo, il y a : • des tableaux • des coquillages et des coraux • des mollusques et des étoiles de mer. Le salon du capitaine Nemo ressemble à un musée.","Pierre Arronax entre dans une grande et lumineuse pièce. Il y a des tableaux de grands artistes et des tapisseries sur les murs. Il y a aussi des raretés naturelles, comme des plantes, des coquilles et des produits de la mer. C'est une collection très précieuse. Pierre Arronax est étonné."
32,"Pendant plusieurs jours, le Nautilus flotte dans des ondes brillantes. Pierre Aronnax admire les gros animaux marins. Il voit des marsouins élégants et rapides et des poissons scies longs de 3 mètres. C'est un éblouissant spectacle ! Le 19 janvier, le capitaine Nemo ouvre la porte du salon : « Etes-vous médecin, monsieur Aronnax ? – En effet, je suis docteur. » Le capitaine Nemo conduit Pierre Aronnax dans une cabine. Là, sur un lit, repose un homme blessé. Le crâne fracassé montre la cervelle à nu. « Cet homme sera mort dans 2 heures. »","Le 16 janvier, Pierre, Ned, Conseil et le capitaine Nemo voient des marsouins et des poissons scies. Le 19 janvier, le capitaine Nemo est triste car un de ses amis est blessé. Pierre est médecin, alors il va soigner l'ami du capitaine. « La blessure est très grave. Je suis désolé, votre ami va mourir. »","Le Nautilus glisse sur des ondes lumineuses. Pierre Aronnax regarde des animaux marins magnifiques. Il voit des dauphins élégants et rapides et des poissons scies longs de 3 mètres. C'est un spectacle incroyable ! Le 19 janvier, le capitaine Nemo ouvre la porte du salon : ""Es-tu médecin, monsieur Aronnax ? - Oui, je suis docteur."" Le capitaine Nemo mène Pierre Aronnax dans une chambre. Là, sur un lit, dort un homme blessé. Sa tête brisée montre son cerveau nu. ""Cet homme mourra dans 2 heures."""
33,"Le lendemain, accompagnés de Nemo et d'une douzaine d'hommes d'équipage, Pierre Aronnax, Ned Land et Conseil prennent pied à une profondeur de 10 mètres sur le sol ferme où repose le Nautilus. C'est le royaume du corail, ces forêts pétrifiées que la nature a planté au fond des mers. Au milieu d'une clairière, se dresse une croix en corail. Un homme commence à creuser un trou au pied de la croix. Cette clairière est un cimetière. Le capitaine Nemo et ses hommes enterrent leur compagnon au fond de l'océan. Le capitaine et ses hommes recouvrent la tombe. Ils s'agenouillent et étendent leur main en signe de suprême adieu.","L'ami du capitaine Nemo est mort. Pierre, Conseil, Ned, le capitaine Nemo et des marins descendent au fond de l'océan. Ils voient : • une magnifique barrière de corail. • une croix en corail. Ils creusent un grand trou à côté de la croix pour enterrer l'ami du capitaine Nemo.","Le lendemain, accompagnés de Nemo et d'une équipe, Pierre, Ned et Conseil marchent sur un sol dur à 10 mètres sous la mer, où reposait le Nautilus. C'était le royaume du corail, des forêts pétries que la nature avait plantées au fond des mers. Au milieu d'une clairière, se dressait une croix de corail. Un homme commençait à creuser un trou au pied de la croix. Cette clairière était un cimetière. Le capitaine Nemo et ses hommes enterrèrent leur ami au fond de l'océan. Le capitaine et ses hommes recouvrirent la tombe. Ils se genouillèrent et étendirent leur main en signe de dernier adieu."
34,"Le Nautilus arrive dans la mer Méditerranée. Le lendemain, il navigue vers l'île de Crète. Le soir, au salon, le capitaine Nemo semble préoccupé. Il ordonne d'ouvrir les deux panneaux du salon. Il observe attentivement la masse des eaux. Soudain un plongeur, portant une bourse de cuir apparaît. Le capitaine Nemo lui fait un signe et le plongeur lui répond. Ensuite, le capitaine se dirige vers un meuble rempli de lingots d'or. Il prend les lingots et les range dans un coffre. Quatre hommes paraissent et poussent le coffre hors du salon. Le capitaine quitte le salon et Pierre Aronnax rentre dans sa chambre, fort intrigué.","Le 10 février, le Nautilus est à côté de la Crête. La Crête est dans la mer Méditerranée. Pierre et le capitaine Nemo voient un plongeur par la fenêtre. Le capitaine Nemo et le plongeur se saluent. Le capitaine Nemo met des lingots d'or dans un coffre. 4 hommes emportent le coffre. « C'est bizarre ! »","Le Nautilus arrive dans la mer Méditerranée. Le lendemain, il navigue vers l'île de Crète. Le soir, dans la salle, le capitaine Nemo semble inquiet. Il ouvre les deux portes de la salle. Il regarde attentivement l'eau. Brusquement, un plongeur apparaît, portant une sac à dos. Le capitaine Nemo lui donne un signe et le plongeur répond. Puis, le capitaine se dirige vers un meuble plein d'or. Il prend les lingots et les met dans un coffre. Quatre hommes apparaissent et poussent le coffre hors de la salle. Le capitaine quitte la salle et Pierre Aronnax rentre dans sa chambre, très curieux."
35,"Pierre Aronnax se réveille fort tard le lendemain, Il raconte son excursion nocturne à Conseil. Il lui raconte l'histoire des habitants de l'Atlantide mais Conseil est distrait par les nombreux poissons et ne regarde pas le continent submergé. Le 14 mars, Pierre Aronnax aperçoit des glaces flottantes et le 16 mars, le Nautilus coupe le cercle polaire antarctique. Les glaces entourent le Nautilus de toutes parts et ferment l'horizon. Ils sont devant la banquise : une interminable et immobile barrière formée de montagnes de glaces soudées entre elles.","Le capitaine Nemo et Pierre rentrent dans le Nautilus. Pierre veut dire ce qu'il a vu à Conseil mais Conseil préfère regarder la mer. Le 14 mars, Pierre et Conseil voient des icebergs. Les icebergs sont des gros blocs de glace qui flottent sur l'eau. Le 16 mars, le Nautilus arrive au pôle Sud.","Pierre Aronnax se réveille tard le lendemain. Il raconte son voyage de nuit à Conseil. Il lui parle de la ville sous-marine, Atlantide, mais Conseil est distrait par les poissons et ne regarde pas le continent sous la mer. Le 14 mars, Pierre Aronnax voit des glaces flottantes et le 16 mars, le Nautilus coupe le cercle polaire antarctique. Les glaces entourent le Nautilus partout et ferment l'horizon. Ils sont devant la banquise : une barrière de glaces énormes, soudées ensemble."
36,"Les marins deviennent enragés contre les monstres. Dix ou douze poulpes envahissent la plateforme. Le harpon de Ned Land plonge dans les yeux glauques des calmars. Mais Ned Land est soudain renversé par les tentacules d'un monstre qui ouvre son bec pour le couper en deux. La hache du capitaine Nemo disparait entre les deux mandibules et, sauvé, Ned Land plonge son harpon tout entier jusqu'au cœur du poulpe. Les monstres vaincus, mutilés, frappés à mort, disparaissent enfin dans les flots. La Nautilus navigue vers le Nord.","D'autres krakens arrivent sur le Nautilus. Ned crève les yeux des krakens avec son harpon. Un kraken attrape Ned dans son bec. Le capitaine Nemo sauve Ned. Les krakens partent enfin. Le Nautilus navigue vers le Nord jusqu'au 30 mai. Le 30 mai, le Nautilus est proche de l'Angleterre.","Marins furieux face aux calamars. Dix à douze poulpes envahissent la plateforme. Le harpon de Ned Land pénètre dans les yeux glauques des poulpes. Mais Ned Land est soudain renversé par les tentacules d'un monstre qui ouvre sa gueule pour le mordre en deux. La hache du capitaine Nemo disparaît entre les deux mâchoires et, sauvé, Ned Land plonge son harpon tout entier jusqu'au cœur du poulpe. Les calamars vaincus, mutilés, battus, disparaissent enfin dans les flots. La Nautilus navigue vers le Nord.

Les marins sont en colère contre les calamars. Dix à douze poulpes envahissent la plateforme. Le harpon de Ned Land pénètre dans les yeux glauques des poulpes. Mais Ned Land est soudain renversé par les tentacules d'un monstre qui ouvre sa gueule pour le mordre en deux. La hache du capit"
37,"Le temps est clair, la mer est calme. Nous suivons les côtes anglaises. L'emplacement de chacun pour la pêche est tiré au sort pour ne pas provoquer de différence entre les hommes. Cet emplacement sera définitif pour toute la campagne. Plus nous avançons, plus il fait froid. La flotte partie de Dunkerque s'est éparpillée. Nous nous collons à nos tâches avec grand sérieux. Père nous apprend à nous servir du sextant, du compas. Parfois, durant les nuits où l'on voit les étoiles, père nous réveille pour nous montrer les dessins qu'elles forment. Papa connaît aussi le sujet des phares sur le bout des doigts. « Les côtes anglaises sont les plus illuminées du monde avec leurs 54 feux contre 14 en France. » Le jour, c'est grâce aux amers que nous nous repérons quand nous approchons des côtes.",Les marins tirent au sort leur place pour pêcher. Ils gardent la même place pendant 6 mois. Le père de Jules explique aux mousses : • le matériel pour naviguer • les étoiles • les phares. En 1888 : • Il y a 54 phares en Angleterre • Il y a 14 phares en France.,"Clair jour, mer calme. Nous naviguons le long des côtes anglaises. Chaque homme pêche à son tour pour éviter des conflits. Ce lieu est notre base pour toute la campagne. Plus nous avancons, plus il fait froid. Nos bateaux partis de Dunkerque sont dispersés. Nous travaillons sérieusement à nos tâches. Père nous enseigne à utiliser le sextant et le compas. Parfois, il réveille les garçons pour montrer les étoiles et leur dessins. Père connaît aussi les phares des côtes anglaises. « Les côtes anglaises ont plus de feux que la France, 54 contre 14. » Les jours, nous trouvons notre chemin grâce aux amers."
38,"Je regarde droit devant moi. « Terre, terre, Islande en vue. Oui mon gars, c'est l'Islande. Bienvenue au pays de glace. » Nous écarquillons nos yeux. Cette Islande est majestueuse, vêtue de son manteau blanc. Joseph s'égaie : « Nous sommes les premiers, nous sommes les premiers ! » Clovis nous explique : « Toutes ces montagnes blanches sont des volcans recouverts de neige. Ce qui paraît inoffensif peut se transformer en véritable terreur.","Les marins voient une terre. C'est l'Islande. L'Islande est belle et toute blanche. Le bateau de Jules est arrivé le premier à Islande. Les montagnes d'Islande sont des volcans, alors ça peut être dangereux.","Je regarde devant moi. ""Voici l'Islande, voilà. Bienvenue dans le pays de glace."" Nous ouvrons les yeux grand ouverts. L'Islande est magnifique, vêtue de son manteau blanc. Joseph est heureux : ""Nous sommes les premiers, nous sommes les premiers !"" Clovis nous explique : ""Ces montagnes blanches sont des volcans recouverts de neige. Ce qui semble calme peut devenir vraiment effrayant."""
39,"Pour la sécurité des hommes, le tonnelier et le saleur amarrent les tonnes avec les bouts afin de les bloquer en cas de roulis. Maintenant nous patientons. Le capitaine observe le ballet des macareux. Nous les suivons car ils repèrent les bancs de poissons. Nous sommes habillés chaudement : le suroît sur la tête, le pull de laine, le tablier et les manchettes cirés à l'huile de lin pour protéger le torse et les avant-bras. A nos pieds sont posés des paniers avec les lignes de pêche. Ces dernières sont descendues à différentes profondeurs. Le but consiste à tomber pile sur ce satané banc de morues. Ça y est, nous sommes dans le banc, les morues sont claquées sur le pont. La chance est avec nous, la pêche va durer des heures, j'ai les doigts gelés. Les marins ne prennent que vingt à trente minutes de pause pour manger.",Les tonnes sont attachées sur le bateau pour ne pas blesser les marins. les macareux savent où sont les poissons. Les marins suivent les macareux pour trouver les poissons. Il fait très froid. Les marins portent des habits chauds. Ils descendent les lignes jusqu'aux morues. Il y a beaucoup de morues. La pêche dure longtemps.,"Pour la sécurité, nous attachons les tonnes pour les bloquer en cas de mouvement. Nous attendons maintenant. Le capitaine regarde les macareux danser. Nous les suivons car ils montrent où sont les poissons. Nous sommes chauds : chapeau de laine, pull, tablier et manchettes recouverts d'huile d'olive pour protéger le torse et les bras. Nos pieds portent des paniers avec des lignes de pêche. Elles sont descendues à différentes profondeurs. Nous voulons tomber sur le banc de morues. Voilà, nous sommes sur le banc, les morues sautent sur le pont. La chance est avec nous, la pêche durera des heures, mes doigts sont gelés. Les marins prennent seulement vingt à trente minutes de pause pour manger."
40,"Nous avons passé le banc de poissons mais ce n'est pas pour autant que le travail diminue, au contraire ! La moitié de l'équipage nettoie les bêtes. Les matelots deviennent décolleurs et décapitent l'animal. Puis ils le lavent dans un grand panier. Ensuite c'est au trancheur de prendre la relève. Il enlève l'arête centrale, il récupère la langue, les joues et le foie. Quelques têtes entières de morues sont mises à part pour préparer le bouillon du soir. Nous devons saler les morues directement sur le bateau pour la conserver. Le sang jaillit des morues, imprègne nos vêtements. Tout est rouge ! Le sang s'écoule sous nos pieds. « Plus une goutte de sang sur la bestiole avant le salage, vous le savez les gars. Les meilleurs pêcheurs sont les Dunkerquois.»","Quand la pêche est finie, les marins nettoient et découpent les morues : • pour prendre les joues, • pour prendre les langues • pour prendre les foies • pour préparer la soupe avec les têtes. Pour conserver les morues, il faut : • bien laver les morues pour ôter le sang • saler les morues sur le bateau. Les Dunkerquois sont les meilleurs pêcheurs de morues.","Nous avons pêché des morues. Nous les nettoyons maintenant. Les marins nettoient les poissons. Ils couper les têtes et les lavent dans un grand panier. Puis le trancheur prend le relais. Il enlève la partie centrale, la langue, les joues et le foie. Quelques têtes entières sont mises de côté pour préparer le bouillon. Nous salons les morues sur le bateau pour les conserver. Le sang coule partout, nous sommes rouges ! Le sang se répand sous nos pieds. « Plus de sang sur les poissons avant le salage, vous le savez les gars. Les meilleurs pêcheurs sont les Dunkerquois. »"
41,"En moins d'une minute, chaque marin découpe 10 morues et les met en tonne. Après quelques jours de première salaison, on ressort les morues, on les rince dans leur saumure, on les égoutte, on les replace en fûts recouvertes d'une mince couche de sel. Trop de salaison, c'est foutu. Pas assez, c'est foutu aussi. C'est tout un art. Les langues, « kêlebet'ches » et les joues, « kakestecks » subissent le même sort. Le soir tombe et nous les mousses, épuisés, rinçons encore et encore le pont. Une agréable odeur nous chatouille les narines. Une bonne soupe nous attend, puis nous tomberons dans les bras de Morphée.","1 marin prépare 10 morues par minute. Il faut bien doser le sel pour les morues, sinon les morues sont foutues. Le soir, les marins nettoient le bateau. Après, ils mangent de la soupe. Après, ils sont épuisés, alors ils dorment.","Tous les marins coupent dix morues et les mettent dans des tonneaux. Après quelques jours de salaison, on les sort, on les rince, on les essuie, on les remet dans les tonneaux recouverts d'un peu de sel. Trop de sel, c'est mauvais. Pas assez, c'est aussi mauvais. C'est un art. Les langues et les joues subissent le même traitement. Le soir tombe et nous, les marins, nous rincons encore et encore le pont. Nous sentons une bonne odeur qui nous pique les nez. Une bonne soupe attend, puis nous somnolions dans les bras de Morphee."
